image_id,batch,unit_lesson,term_en,translation_ar,suggested_filename,visual_idea_en,generation_prompt_en,status
218,5,U4 L2,library,مكتبة,cartoon-218-library.png,"a single clear, child-friendly visual that shows the literal meaning of “library” (مكتبة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “library”. Arabic teaching meaning for interpretation only: “مكتبة”. Show: a single clear, child-friendly visual that shows the literal meaning of “library” (مكتبة).",To generate
219,5,U1 L3,light,خفيف,cartoon-219-light.png,a child easily lifting one light feather,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “light”. Arabic teaching meaning for interpretation only: “خفيف”. Show: a child easily lifting one light feather.",To generate
220,5,U3 L1,lion,أسد,cartoon-220-lion.png,"a single clear, child-friendly visual that shows the literal meaning of “lion” (أسد)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “lion”. Arabic teaching meaning for interpretation only: “أسد”. Show: a single clear, child-friendly visual that shows the literal meaning of “lion” (أسد).",To generate
221,5,U5 L4&5,lives,الحيوات (جمع حياة),cartoon-221-lives.png,different animal homes in a simple nature scene,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “lives”. Arabic teaching meaning for interpretation only: “الحيوات (جمع حياة)”. Show: different animal homes in a simple nature scene.",To generate
222,5,U5 L4&5,local,محلي,cartoon-222-local.png,local farmers selling fresh food at a small neighbourhood market,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “local”. Arabic teaching meaning for interpretation only: “محلي”. Show: local farmers selling fresh food at a small neighbourhood market.",To generate
223,5,U4 L4&5,local food,طعام محلي,cartoon-223-local-food.png,"a single clear, child-friendly visual that shows the literal meaning of “local food” (طعام محلي)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “local food”. Arabic teaching meaning for interpretation only: “طعام محلي”. Show: a single clear, child-friendly visual that shows the literal meaning of “local food” (طعام محلي).",To generate
224,5,U2 L2,look dirty,تبدو غير نظيفة,cartoon-224-look-dirty.png,a muddy pair of shoes that look dirty beside clean shoes,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “look dirty”. Arabic teaching meaning for interpretation only: “تبدو غير نظيفة”. Show: a muddy pair of shoes that look dirty beside clean shoes.",To generate
225,5,U5 L2,loud,عالي (الصوت),cartoon-225-loud.png,a child covering their ears near a loud drum,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “loud”. Arabic teaching meaning for interpretation only: “عالي (الصوت)”. Show: a child covering their ears near a loud drum.",To generate
226,5,U1 L1,loud noise,ضوضاء صاخبة,cartoon-226-loud-noise.png,"a single clear, child-friendly visual that shows the literal meaning of “loud noise” (ضوضاء صاخبة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “loud noise”. Arabic teaching meaning for interpretation only: “ضوضاء صاخبة”. Show: a single clear, child-friendly visual that shows the literal meaning of “loud noise” (ضوضاء صاخبة).",To generate
227,5,U5 L2,low,منخفض,cartoon-227-low.png,a low table beside a tall table,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “low”. Arabic teaching meaning for interpretation only: “منخفض”. Show: a low table beside a tall table.",To generate
228,5,U1 L4&5,lunch,وجبة الغداء,cartoon-228-lunch.png,"a single clear, child-friendly visual that shows the literal meaning of “lunch” (وجبة الغداء)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “lunch”. Arabic teaching meaning for interpretation only: “وجبة الغداء”. Show: a single clear, child-friendly visual that shows the literal meaning of “lunch” (وجبة الغداء).",To generate
229,5,U2 L2,make a difference,يحدث فارقًا,cartoon-229-make-a-difference.png,children cleaning litter from a park and making it look better,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “make a difference”. Arabic teaching meaning for interpretation only: “يحدث فارقًا”. Show: children cleaning litter from a park and making it look better.",To generate
230,5,U1 L2,make friends,يكوّن صداقات,cartoon-230-make-friends.png,two shy children smiling and becoming friends in a playground,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “make friends”. Arabic teaching meaning for interpretation only: “يكوّن صداقات”. Show: two shy children smiling and becoming friends in a playground.",To generate
231,5,U1 L3,market,السوق,cartoon-231-market.png,"a single clear, child-friendly visual that shows the literal meaning of “market” (السوق)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “market”. Arabic teaching meaning for interpretation only: “السوق”. Show: a single clear, child-friendly visual that shows the literal meaning of “market” (السوق).",To generate
232,5,U3 L3,marks,علامات,cartoon-232-marks.png,clear animal footprints marking a path in soft sand,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “marks”. Arabic teaching meaning for interpretation only: “علامات”. Show: clear animal footprints marking a path in soft sand.",To generate
233,5,U6 LStory,medal,ميدالية,cartoon-233-medal.png,"a single clear, child-friendly visual that shows the literal meaning of “medal” (ميدالية)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “medal”. Arabic teaching meaning for interpretation only: “ميدالية”. Show: a single clear, child-friendly visual that shows the literal meaning of “medal” (ميدالية).",To generate
234,5,U5 L2,mentor,مرشد تعليمي,cartoon-234-mentor.png,"a single clear, child-friendly visual that shows the literal meaning of “mentor” (مرشد تعليمي)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “mentor”. Arabic teaching meaning for interpretation only: “مرشد تعليمي”. Show: a single clear, child-friendly visual that shows the literal meaning of “mentor” (مرشد تعليمي).",To generate
235,5,U1 L2,mind,عقل,cartoon-235-mind.png,"a child thinking carefully with a small thought cloud showing simple shapes, no words","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “mind”. Arabic teaching meaning for interpretation only: “عقل”. Show: a child thinking carefully with a small thought cloud showing simple shapes, no words.",To generate
236,5,U3 L3,mistakes,أخطاء,cartoon-236-mistakes.png,a child gently erasing a small drawing mistake and trying again,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “mistakes”. Arabic teaching meaning for interpretation only: “أخطاء”. Show: a child gently erasing a small drawing mistake and trying again.",To generate
237,5,U4 L4&5,monastery,دير,cartoon-237-monastery.png,"a single clear, child-friendly visual that shows the literal meaning of “monastery” (دير)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “monastery”. Arabic teaching meaning for interpretation only: “دير”. Show: a single clear, child-friendly visual that shows the literal meaning of “monastery” (دير).",To generate
238,5,U3 L1,monkey,قرد,cartoon-238-monkey.png,"a single clear, child-friendly visual that shows the literal meaning of “monkey” (قرد)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “monkey”. Arabic teaching meaning for interpretation only: “قرد”. Show: a single clear, child-friendly visual that shows the literal meaning of “monkey” (قرد).",To generate
239,5,U3 L3,mountain,جبل,cartoon-239-mountain.png,"a single clear, child-friendly visual that shows the literal meaning of “mountain” (جبل)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “mountain”. Arabic teaching meaning for interpretation only: “جبل”. Show: a single clear, child-friendly visual that shows the literal meaning of “mountain” (جبل).",To generate
240,5,U2 L2,move,يتحرك,cartoon-240-move.png,"a single clear, child-friendly visual that shows the literal meaning of “move” (يتحرك)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “move”. Arabic teaching meaning for interpretation only: “يتحرك”. Show: a single clear, child-friendly visual that shows the literal meaning of “move” (يتحرك).",To generate
241,5,U3 L2,move around,يتجول/يتحرك,cartoon-241-move-around.png,a small monkey moving around tree branches,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “move around”. Arabic teaching meaning for interpretation only: “يتجول/يتحرك”. Show: a small monkey moving around tree branches.",To generate
242,5,U2 L2,moved,يتحرك,cartoon-242-moved.png,a child moving a chair to a new place,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “moved”. Arabic teaching meaning for interpretation only: “يتحرك”. Show: a child moving a chair to a new place.",To generate
243,5,U4 L2,museum,متحف,cartoon-243-museum.png,"a single clear, child-friendly visual that shows the literal meaning of “museum” (متحف)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “museum”. Arabic teaching meaning for interpretation only: “متحف”. Show: a single clear, child-friendly visual that shows the literal meaning of “museum” (متحف).",To generate
244,5,U5 L3,nail,مسامر,cartoon-244-nail.png,"a single clear, child-friendly visual that shows the literal meaning of “nail” (مسامر)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “nail”. Arabic teaching meaning for interpretation only: “مسامر”. Show: a single clear, child-friendly visual that shows the literal meaning of “nail” (مسامر).",To generate
245,5,U4 L4&5,natural,طبيعي,cartoon-245-natural.png,"a natural forest scene with trees, rocks, and a stream","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “natural”. Arabic teaching meaning for interpretation only: “طبيعي”. Show: a natural forest scene with trees, rocks, and a stream.",To generate
246,5,U4 L4&5,nature,الطبيعة,cartoon-246-nature.png,"a single clear, child-friendly visual that shows the literal meaning of “nature” (الطبيعة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “nature”. Arabic teaching meaning for interpretation only: “الطبيعة”. Show: a single clear, child-friendly visual that shows the literal meaning of “nature” (الطبيعة).",To generate
247,5,U4 L1,near,بالقرب من,cartoon-247-near.png,two houses standing near each other,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “near”. Arabic teaching meaning for interpretation only: “بالقرب من”. Show: two houses standing near each other.",To generate
248,5,U3 L1,neck,رقبة,cartoon-248-neck.png,"a single clear, child-friendly visual that shows the literal meaning of “neck” (رقبة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “neck”. Arabic teaching meaning for interpretation only: “رقبة”. Show: a single clear, child-friendly visual that shows the literal meaning of “neck” (رقبة).",To generate
249,5,U2 L1,need,يحتاج,cartoon-249-need.png,"a single clear, child-friendly visual that shows the literal meaning of “need” (يحتاج)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “need”. Arabic teaching meaning for interpretation only: “يحتاج”. Show: a single clear, child-friendly visual that shows the literal meaning of “need” (يحتاج).",To generate
250,5,U2 L1,needed,يحتاج,cartoon-250-needed.png,a child needing and receiving a small help from a teacher,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “needed”. Arabic teaching meaning for interpretation only: “يحتاج”. Show: a child needing and receiving a small help from a teacher.",To generate
251,5,U2 L4&5,neighborhood,حي,cartoon-251-neighborhood.png,"a single clear, child-friendly visual that shows the literal meaning of “neighborhood” (حي)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “neighborhood”. Arabic teaching meaning for interpretation only: “حي”. Show: a single clear, child-friendly visual that shows the literal meaning of “neighborhood” (حي).",To generate
252,5,U2 L1,neighbors,جيران,cartoon-252-neighbors.png,"a single clear, child-friendly visual that shows the literal meaning of “neighbors” (جيران)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “neighbors”. Arabic teaching meaning for interpretation only: “جيران”. Show: a single clear, child-friendly visual that shows the literal meaning of “neighbors” (جيران).",To generate
253,5,U4 L1,Nile River,نهر النيل,cartoon-253-nile-river.png,"a single clear, child-friendly visual that shows the literal meaning of “Nile River” (نهر النيل)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “Nile River”. Arabic teaching meaning for interpretation only: “نهر النيل”. Show: a single clear, child-friendly visual that shows the literal meaning of “Nile River” (نهر النيل).",To generate
254,5,U2 L3,north,الشمال,cartoon-254-north.png,"a single clear, child-friendly visual that shows the literal meaning of “north” (الشمال)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “north”. Arabic teaching meaning for interpretation only: “الشمال”. Show: a single clear, child-friendly visual that shows the literal meaning of “north” (الشمال).",To generate
255,5,U3 L3,notice,يلاحظ,cartoon-255-notice.png,a child noticing a small butterfly on a flower,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “notice”. Arabic teaching meaning for interpretation only: “يلاحظ”. Show: a child noticing a small butterfly on a flower.",To generate
256,5,U3 L3,noticed,يلاحظ,cartoon-256-noticed.png,a child noticing a small butterfly on a flower,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “noticed”. Arabic teaching meaning for interpretation only: “يلاحظ”. Show: a child noticing a small butterfly on a flower.",To generate
257,5,U2 L3,Nubia,النوبة,cartoon-257-nubia.png,"a single clear, child-friendly visual that shows the literal meaning of “Nubia” (النوبة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “Nubia”. Arabic teaching meaning for interpretation only: “النوبة”. Show: a single clear, child-friendly visual that shows the literal meaning of “Nubia” (النوبة).",To generate
258,5,U4 L2,nurse,ممرضة,cartoon-258-nurse.png,"a single clear, child-friendly visual that shows the literal meaning of “nurse” (ممرضة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “nurse”. Arabic teaching meaning for interpretation only: “ممرضة”. Show: a single clear, child-friendly visual that shows the literal meaning of “nurse” (ممرضة).",To generate
259,5,U1 L3,offer,يعرض,cartoon-259-offer.png,a child offering a glass of water to a thirsty friend,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “offer”. Arabic teaching meaning for interpretation only: “يعرض”. Show: a child offering a glass of water to a thirsty friend.",To generate
260,5,U1 L3,offered,يعرض,cartoon-260-offered.png,a child offering a glass of water to a thirsty friend,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “offered”. Arabic teaching meaning for interpretation only: “يعرض”. Show: a child offering a glass of water to a thirsty friend.",To generate
261,6,U4 L4&5,olive oil,زيت زيتون,cartoon-261-olive-oil.png,"a single clear, child-friendly visual that shows the literal meaning of “olive oil” (زيت زيتون)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “olive oil”. Arabic teaching meaning for interpretation only: “زيت زيتون”. Show: a single clear, child-friendly visual that shows the literal meaning of “olive oil” (زيت زيتون).",To generate
262,6,U2 L2,on the road,في الطريق,cartoon-262-on-the-road.png,a family driving safely on a clear road,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “on the road”. Arabic teaching meaning for interpretation only: “في الطريق”. Show: a family driving safely on a clear road.",To generate
263,6,U3 L3,one by one,واحد بعد الآخر/واحد تلو الآخر,cartoon-263-one-by-one.png,children standing in a neat line and taking turns one by one,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “one by one”. Arabic teaching meaning for interpretation only: “واحد بعد الآخر/واحد تلو الآخر”. Show: children standing in a neat line and taking turns one by one.",To generate
264,6,U1 L2,orange juice,عصير برتقال,cartoon-264-orange-juice.png,"a single clear, child-friendly visual that shows the literal meaning of “orange juice” (عصير برتقال)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “orange juice”. Arabic teaching meaning for interpretation only: “عصير برتقال”. Show: a single clear, child-friendly visual that shows the literal meaning of “orange juice” (عصير برتقال).",To generate
265,6,U3 L4&5,organization,منظمة,cartoon-265-organization.png,"a single clear, child-friendly visual that shows the literal meaning of “organization” (منظمة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “organization”. Arabic teaching meaning for interpretation only: “منظمة”. Show: a single clear, child-friendly visual that shows the literal meaning of “organization” (منظمة).",To generate
266,6,U5 L4&5,origami,فن تشكيل الورق,cartoon-266-origami.png,"a single clear, child-friendly visual that shows the literal meaning of “origami” (فن تشكيل الورق)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “origami”. Arabic teaching meaning for interpretation only: “فن تشكيل الورق”. Show: a single clear, child-friendly visual that shows the literal meaning of “origami” (فن تشكيل الورق).",To generate
